EID,key,direction,time
0,t,0,1494502650260
1,t,1,1494502650398
2,h,0,1494502650512
3,h,1,1494502650686
4,i,0,1494502650762
5,i,1,1494502650840
6,s,0,1494502650862
7,s,1,1494502650957
8,SPACE,0,1494502651151
9,SPACE,1,1494502651230
10,i,0,1494502652086
11,i,1,1494502652228
12,u,0,1494502652228
13,u,1,1494502652263
14,y,0,1494502652263
15,y,1,1494502652294
16,t,0,1494502652295
17,t,1,1494502652331
18,r,0,1494502652332
19,r,1,1494502652366
20,d,0,1494502652366
21,d,1,1494502652449
22,s,0,1494502652450
23,s,1,1494502652494
24,BACKSPACE,0,1494502653644
25,BACKSPACE,1,1494502653722
26,i,0,1494502654786
27,s,0,1494502654890
28,i,1,1494502654900
29,s,1,1494502655024
30,SPACE,0,1494502655176
31,SPACE,1,1494502655293
32,a,0,1494502655354
33,a,1,1494502655484
34,SPACE,0,1494502655530
35,SPACE,1,1494502655626
36,t,0,1494502656857
37,t,1,1494502656961
38,e,0,1494502657108
39,e,1,1494502657186
40,s,0,1494502657328
41,s,1,1494502657424
42,t,0,1494502657501
43,t,1,1494502657601
44,SPACE,0,1494502657874
45,SPACE,1,1494502657953
46,t,0,1494502659030
47,t,1,1494502659142
48,o,0,1494502659198
49,o,1,1494502659288
50,SPACE,0,1494502659676
51,SPACE,1,1494502659772
52,s,0,1494502659977
53,s,1,1494502660071
54,e,0,1494502660267
55,e,1,1494502660332
56,e,0,1494502660474
57,e,1,1494502660554
58,SPACE,0,1494502660789
59,SPACE,1,1494502660880
60,i,0,1494502661466
61,i,1,1494502661553
62,f,0,1494502661764
63,f,1,1494502661854
64,SPACE,0,1494502661924
65,SPACE,1,1494502662049
66,t,0,1494502662154
67,t,1,1494502662234
68,h,0,1494502662367
69,h,1,1494502662454
70,e,0,1494502662812
71,e,1,1494502662883
72,SPACE,0,1494502663005
73,SPACE,1,1494502663097
74,w,0,1494502664166
75,w,1,1494502664283
76,o,0,1494502664338
77,o,1,1494502664442
78,r,0,1494502664602
79,r,1,1494502664700
80,d,0,1494502664857
81,d,1,1494502664964
82,s,0,1494502665136
83,s,1,1494502665248
84,SPACE,0,1494502665343
85,SPACE,1,1494502665462
86,t,0,1494502666612
87,t,1,1494502666721
88,h,0,1494502666831
89,a,0,1494502666922
90,h,1,1494502666953
91,a,1,1494502667016
92,t,0,1494502667110
93,t,1,1494502667205
94,SPACE,0,1494502667733
95,SPACE,1,1494502667854
96,i,0,1494502668070
97,i,1,1494502668177
98,SPACE,0,1494502668450
99,SPACE,1,1494502668538
100,t,0,1494502669090
101,t,1,1494502669212
102,y,0,1494502669291
103,y,1,1494502669395
104,o,0,1494502669680
105,o,1,1494502669746
106,e,0,1494502669766
107,e,1,1494502669849
108,BACKSPACE,0,1494502670988
109,BACKSPACE,1,1494502671056
110,BACKSPACE,0,1494502671197
111,BACKSPACE,1,1494502671319
112,p,0,1494502671842
113,p,1,1494502671969
114,e,0,1494502672194
