EID,key,direction,time
0,t,0,1495470230331
1,t,1,1495470230408
2,h,0,1495470230735
3,h,1,1495470230804
4,i,0,1495470230894
5,i,1,1495470230980
6,s,0,1495470231019
7,s,1,1495470231142
8,SPACE,0,1495470231166
9,SPACE,1,1495470231233
10,i,0,1495470232303
11,i,1,1495470232416
12,s,0,1495470232421
13,s,1,1495470232537
14,SPACE,0,1495470232566
15,SPACE,1,1495470232647
16,a,0,1495470232675
17,a,1,1495470232780
18,SPACE,0,1495470232799
19,SPACE,1,1495470232878
20,t,0,1495470233362
21,t,1,1495470233447
22,a,0,1495470233723
23,t,0,1495470233771
24,a,1,1495470233821
25,t,1,1495470233851
26,SPACE,0,1495470233952
27,SPACE,1,1495470234019
28,BACKSPACE,0,1495470234732
29,BACKSPACE,1,1495470234819
30,BACKSPACE,0,1495470234883
31,BACKSPACE,1,1495470234945
32,BACKSPACE,0,1495470235022
33,BACKSPACE,1,1495470235085
34,e,0,1495470235783
35,e,1,1495470235887
36,s,0,1495470235983
37,s,1,1495470236070
38,t,0,1495470236150
39,t,1,1495470236235
40,SPACE,0,1495470236345
41,SPACE,1,1495470236407
42,t,0,1495470237737
43,t,1,1495470237851
44,o,0,1495470237904
45,o,1,1495470237995
46,SPACE,0,1495470238127
47,SPACE,1,1495470238207
48,s,0,1495470238264
49,s,1,1495470238367
50,e,0,1495470238458
51,e,1,1495470238564
52,e,0,1495470238634
53,e,1,1495470238730
54,SPACE,0,1495470238839
55,SPACE,1,1495470238917
56,i,0,1495470240188
57,i,1,1495470240293
58,f,0,1495470240402
59,f,1,1495470240493
60,SPACE,0,1495470240522
61,SPACE,1,1495470240607
62,t,0,1495470240631
63,t,1,1495470240735
64,h,0,1495470240773
65,h,1,1495470240847
66,e,0,1495470240852
67,e,1,1495470240946
68,SPACE,0,1495470240951
69,SPACE,1,1495470241033
70,w,0,1495470242127
71,w,1,1495470242248
72,o,0,1495470242330
73,o,1,1495470242424
74,r,0,1495470242540
75,r,1,1495470242610
76,d,0,1495470242760
77,d,1,1495470242865
78,s,0,1495470242963
79,s,1,1495470243063
80,SPACE,0,1495470243085
81,SPACE,1,1495470243163
82,t,0,1495470244164
83,t,1,1495470244265
84,h,0,1495470244334
85,h,1,1495470244404
86,a,0,1495470244423
87,a,1,1495470244488
88,t,0,1495470244508
89,t,1,1495470244571
90,SPACE,0,1495470244681
91,SPACE,1,1495470244734
92,i,0,1495470244833
93,i,1,1495470244922
94,SPACE,0,1495470245037
95,SPACE,1,1495470245103
96,t,0,1495470245744
97,t,1,1495470245815
98,y,0,1495470245930
99,y,1,1495470246001
100,p,0,1495470246113
101,e,0,1495470246189
102,p,1,1495470246202
103,e,1,1495470246283
104,SPACE,0,1495470246330
105,SPACE,1,1495470246388
106,a,0,1495470247524
107,a,1,1495470247632
108,r,0,1495470247742
109,r,1,1495470247807
110,e,0,1495470247881
111,SPACE,0,1495470247973
112,e,1,1495470247987
113,SPACE,1,1495470248062
114,u,0,1495470248148
115,u,1,1495470248219
116,n,0,1495470248310
117,n,1,1495470248356
118,i,0,1495470248419
119,i,1,1495470248532
120,q,0,1495470248709
121,q,1,1495470248804
122,u,0,1495470248886
123,e,0,1495470248954
124,u,1,1495470248977
125,e,1,1495470249098
126,SPACE,0,1495470249099
127,SPACE,1,1495470249173
128,t,0,1495470250540
129,t,1,1495470250636
130,o,0,1495470250708
131,o,1,1495470250796
132,SPACE,0,1495470250917
133,SPACE,1,1495470250967
134,BACKSPACE,0,1495470251067
135,e,0,1495470251127
136,BACKSPACE,1,1495470251142
137,e,1,1495470251217
138,SPACE,0,1495470251247
139,SPACE,1,1495470251321
140,BACKSPACE,0,1495470252105
141,BACKSPACE,1,1495470252180
142,BACKSPACE,0,1495470252227
143,BACKSPACE,1,1495470252290
144,SPACE,0,1495470252592
145,SPACE,1,1495470252680
146,m,0,1495470252970
147,m,1,1495470253052
148,e,0,1495470253086
149,e,1,1495470253177
150,.,0,1495470254447
151,.,1,1495470254511
152,SPACE,0,1495470254668
153,SPACE,1,1495470254734
154,t,0,1495470256157
155,t,1,1495470256235
156,h,0,1495470256332
157,e,0,1495470256417
158,h,1,1495470256434
159,e,1,1495470256515
160,r,0,1495470256604
161,r,1,1495470256690
162,e,0,1495470256779
163,e,1,1495470256884
164,SPACE,0,1495470256905
165,SPACE,1,1495470256968
166,a,0,1495470257974
167,a,1,1495470258084
168,r,0,1495470258182
169,r,1,1495470258264
170,e,0,1495470258372
171,e,1,1495470258464
172,SPACE,0,1495470258484
173,SPACE,1,1495470258565
174,t,0,1495470259532
175,t,1,1495470259625
176,e,0,1495470259735
177,e,1,1495470259811
178,o,0,1495470259836
179,o,1,1495470259922
180,SPACE,0,1495470260031
181,SPACE,1,1495470260098
182,BACKSPACE,0,1495470260834
183,BACKSPACE,1,1495470260904
184,BACKSPACE,0,1495470260974
185,BACKSPACE,1,1495470261035
186,BACKSPACE,0,1495470261091
187,BACKSPACE,1,1495470261147
188,w,0,1495470261777
189,w,1,1495470261875
190,o,0,1495470261941
191,o,1,1495470262026
192,SPACE,0,1495470262161
193,SPACE,1,1495470262228
194,s,0,1495470263500
195,s,1,1495470263574
196,e,0,1495470263656
197,e,1,1495470263760
198,n,0,1495470263841
199,n,1,1495470263913
200,t,0,1495470264035
201,t,1,1495470264096
202,e,0,1495470264124
203,e,1,1495470264209
204,n,0,1495470264318
205,n,1,1495470264394
206,c,0,1495470264757
207,c,1,1495470264845
208,e,0,1495470264933
209,e,1,1495470265022
210,s,0,1495470265142
211,s,1,1495470265222
212,SPACE,0,1495470265288
213,SPACE,1,1495470265357
214,i,0,1495470266573
215,i,1,1495470266677
216,n,0,1495470266801
217,n,1,1495470266861
218,SPACE,0,1495470266953
219,SPACE,1,1495470267020
220,t,0,1495470267070
221,t,1,1495470267159
222,h,0,1495470267199
223,h,1,1495470267264
224,s,0,1495470267350
225,i,0,1495470267352
226,s,1,1495470267427
227,i,1,1495470267432
228,SPACE,0,1495470267550
229,SPACE,1,1495470267599
230,BACKSPACE,0,1495470269049
231,BACKSPACE,1,1495470269121
232,BACKSPACE,0,1495470269199
233,BACKSPACE,1,1495470269255
234,BACKSPACE,0,1495470269319
235,BACKSPACE,1,1495470269371
236,i,0,1495470269911
237,i,1,1495470269985
238,s,0,1495470270016
239,s,1,1495470270129
240,SPACE,0,1495470270154
241,SPACE,1,1495470270212
242,d,0,1495470271170
243,d,1,1495470271263
244,a,0,1495470271445
245,a,1,1495470271532
246,t,0,1495470271568
247,t,1,1495470271647
248,a,0,1495470271669
249,a,1,1495470271748
250,SPACE,0,1495470271787
251,SPACE,1,1495470271852
252,s,0,1495470272950
253,s,1,1495470273048
254,a,0,1495470273157
255,a,1,1495470273264
256,m,0,1495470273290
257,m,1,1495470273349
258,p,0,1495470273450
259,p,1,1495470273527
260,l,0,1495470273623
261,l,1,1495470273722
262,e,0,1495470273723
263,e,1,1495470273834
