EID,key,direction,time
0,t,0,1494344618383
1,t,1,1494344618468
2,h,0,1494344618469
3,h,1,1494344618521
4,i,0,1494344618603
5,i,1,1494344618708
6,s,0,1494344618724
7,s,1,1494344618815
8,b,0,1494344618834
9,b,1,1494344618916
10,BACKSPACE,0,1494344620325
11,BACKSPACE,1,1494344620440
12,b,0,1494344620970
13,b,1,1494344621052
14,i,0,1494344621318
15,i,1,1494344621411
16,s,0,1494344621434
17,s,1,1494344621539
18,BACKSPACE,0,1494344622027
19,BACKSPACE,1,1494344622123
20,BACKSPACE,0,1494344622193
21,BACKSPACE,1,1494344622298
22,BACKSPACE,0,1494344622919
23,BACKSPACE,1,1494344623013
24,SPACE,0,1494344623457
25,SPACE,1,1494344623554
26,u,0,1494344623974
27,u,1,1494344624057
28,s,0,1494344624152
29,s,1,1494344624187
30,BACKSPACE,0,1494344624444
31,BACKSPACE,1,1494344624551
32,BACKSPACE,0,1494344624914
33,BACKSPACE,1,1494344625018
34,i,0,1494344625560
35,i,1,1494344625644
36,s,0,1494344625878
37,s,1,1494344625973
38,SPACE,0,1494344626645
39,SPACE,1,1494344626776
40,a,0,1494344626832
41,SPACE,0,1494344626952
42,a,1,1494344626965
43,SPACE,1,1494344627114
44,t,0,1494344628242
45,t,1,1494344628324
46,e,0,1494344628394
47,e,1,1494344628488
48,s,0,1494344628782
49,s,1,1494344628865
50,t,0,1494344628876
51,t,1,1494344628948
52,SPACE,0,1494344629638
53,SPACE,1,1494344629758
54,t,0,1494344630450
55,t,1,1494344630545
56,o,0,1494344630565
57,o,1,1494344630640
58,b,0,1494344630826
59,b,1,1494344630922
60,s,0,1494344631014
61,s,1,1494344631121
62,e,0,1494344631332
63,e,1,1494344631404
64,e,0,1494344631475
65,e,1,1494344631581
66,SPACE,0,1494344631600
67,SPACE,1,1494344631699
68,i,0,1494344632300
69,i,1,1494344632383
70,f,0,1494344632736
71,f,1,1494344632820
72,b,0,1494344632838
73,b,1,1494344632914
74,t,0,1494344633042
75,t,1,1494344633102
76,h,0,1494344633136
77,h,1,1494344633197
78,e,0,1494344633253
79,e,1,1494344633351
80,b,0,1494344633359
81,b,1,1494344633443
82,BACKSPACE,0,1494344634318
83,BACKSPACE,1,1494344634412
84,BACKSPACE,0,1494344634506
85,BACKSPACE,1,1494344634588
86,BACKSPACE,0,1494344634659
87,BACKSPACE,1,1494344634765
88,BACKSPACE,0,1494344634835
89,BACKSPACE,1,1494344634929
90,BACKSPACE,0,1494344635141
91,BACKSPACE,1,1494344635259
92,SPACE,0,1494344635712
93,SPACE,1,1494344635808
94,t,0,1494344636320
95,t,1,1494344636392
96,h,0,1494344636437
97,h,1,1494344636509
98,e,0,1494344636903
99,e,1,1494344636987
100,SPACE,0,1494344637528
101,SPACE,1,1494344637637
102,BACKSPACE,0,1494344644957
103,BACKSPACE,1,1494344645061
104,SPACE,0,1494344645638
105,SPACE,1,1494344645747
106,w,0,1494344648010
107,o,0,1494344648131
108,w,1,1494344648151
109,o,1,1494344648217
110,r,0,1494344648924
111,r,1,1494344648997
112,d,0,1494344649391
113,d,1,1494344649487
114,s,0,1494344649558
115,SPACE,0,1494344649667
116,s,1,1494344649681
117,SPACE,1,1494344649786
118,t,0,1494344650957
119,t,1,1494344651030
120,h,0,1494344651137
121,h,1,1494344651141
122,a,0,1494344651304
123,a,1,1494344651414
124,t,0,1494344651414
125,t,1,1494344651490
126,SPACE,0,1494344651820
127,SPACE,1,1494344651918
128,i,0,1494344652385
129,i,1,1494344652458
130,SPACE,0,1494344652649
131,SPACE,1,1494344652724
132,y,0,1494344653021
133,y,1,1494344653046
134,BACKSPACE,0,1494344653783
135,BACKSPACE,1,1494344653879
136,t,0,1494344654022
137,t,1,1494344654118
138,y,0,1494344654357
139,y,1,1494344654430
140,p,0,1494344654775
141,p,1,1494344654861
142,e,0,1494344654870
143,e,1,1494344654932
144,SPACE,0,1494344656002
145,SPACE,1,1494344656100
146,a,0,1494344656326
147,a,1,1494344656434
148,r,0,1494344656709
149,r,1,1494344656807
150,e,0,1494344656879
151,e,1,1494344656998
152,SPACE,0,1494344656999
153,SPACE,1,1494344657099
154,u,0,1494344657712
155,u,1,1494344657806
156,n,0,1494344658054
157,n,1,1494344658161
158,i,0,1494344658360
159,i,1,1494344658443
160,q,0,1494344658827
161,q,1,1494344658979
162,u,0,1494344659145
163,u,1,1494344659228
164,e,0,1494344659309
165,e,1,1494344659406
166,SPACE,0,1494344659440
167,SPACE,1,1494344659536
168,t,0,1494344660330
169,t,1,1494344660403
170,o,0,1494344660448
