EID,key,direction,time
0,t,0,1496234716124
1,t,1,1496234716250
2,h,0,1496234716848
3,h,1,1496234716957
4,i,0,1496234717207
5,i,1,1496234717315
6,s,0,1496234717589
7,s,1,1496234717710
8,SPACE,0,1496234717780
9,SPACE,1,1496234717891
10,i,0,1496234718357
11,i,1,1496234718478
12,s,0,1496234718705
13,SPACE,0,1496234718824
14,s,1,1496234718838
15,SPACE,1,1496234718889
16,a,0,1496234719829
17,a,1,1496234719994
18,SPACE,0,1496234719997
19,SPACE,1,1496234720093
20,t,0,1496234720410
21,t,1,1496234720518
22,e,0,1496234720660
23,e,1,1496234720757
24,s,0,1496234720865
25,s,1,1496234720973
26,t,0,1496234721103
27,t,1,1496234721200
28,SPACE,0,1496234721378
29,SPACE,1,1496234721476
30,t,0,1496234722345
31,t,1,1496234722465
32,o,0,1496234722786
33,o,1,1496234722925
34,SPACE,0,1496234723121
35,SPACE,1,1496234723231
36,s,0,1496234723674
37,s,1,1496234723794
38,e,0,1496234724044
39,e,1,1496234724163
40,e,0,1496234724284
41,e,1,1496234724379
42,SPACE,0,1496234724583
43,SPACE,1,1496234724692
44,i,0,1496234726273
45,i,1,1496234726414
46,f,0,1496234726692
47,f,1,1496234726847
48,SPACE,0,1496234726919
49,SPACE,1,1496234727067
50,t,0,1496234727363
51,t,1,1496234727495
52,h,0,1496234727697
53,h,1,1496234727782
54,e,0,1496234727985
55,e,1,1496234728106
56,SPACE,0,1496234728223
57,SPACE,1,1496234728347
58,w,0,1496234729266
59,w,1,1496234729385
60,o,0,1496234729599
61,o,1,1496234729684
62,r,0,1496234729935
63,r,1,1496234730103
64,d,0,1496234730550
65,d,1,1496234730707
66,s,0,1496234730826
67,s,1,1496234730969
68,SPACE,0,1496234731186
69,SPACE,1,1496234731308
70,t,0,1496234732178
71,t,1,1496234732349
72,h,0,1496234732524
73,h,1,1496234732644
74,a,0,1496234732811
75,a,1,1496234732970
76,t,0,1496234733004
77,t,1,1496234733087
78,SPACE,0,1496234733290
79,SPACE,1,1496234733400
80,u,0,1496234734241
81,u,1,1496234734314
82,BACKSPACE,0,1496234734921
83,BACKSPACE,1,1496234735081
84,i,0,1496234735315
85,i,1,1496234735437
86,SPACE,0,1496234735662
87,SPACE,1,1496234735773
88,t,0,1496234735902
89,t,1,1496234736057
90,y,0,1496234736248
91,y,1,1496234736454
92,p,0,1496234736494
93,p,1,1496234736662
94,e,0,1496234736975
95,e,1,1496234737085
