EID,key,direction,time
0,t,0,1495718900123
1,t,1,1495718900254
2,h,0,1495718900331
3,h,1,1495718900379
4,i,0,1495718900483
5,i,1,1495718900541
6,s,0,1495718900585
7,s,1,1495718900657
8,b,0,1495718900713
9,b,1,1495718900784
10,i,0,1495718900957
11,i,1,1495718901028
12,s,0,1495718901072
13,s,1,1495718901144
14,b,0,1495718901223
15,b,1,1495718901260
16,BACKSPACE,0,1495718902435
17,BACKSPACE,1,1495718902540
18,BACKSPACE,0,1495718902632
19,BACKSPACE,1,1495718902714
20,BACKSPACE,0,1495718902805
21,BACKSPACE,1,1495718902887
22,BACKSPACE,0,1495718902969
23,BACKSPACE,1,1495718903050
24,SPACE,0,1495718903728
25,SPACE,1,1495718903789
26,i,0,1495718904216
27,i,1,1495718904288
28,s,0,1495718904392
29,s,1,1495718904449
30,SPACE,0,1495718904541
31,SPACE,1,1495718904613
32,a,0,1495718904786
33,a,1,1495718904855
34,SPACE,0,1495718904925
35,SPACE,1,1495718904983
36,t,0,1495718905490
37,t,1,1495718905569
38,e,0,1495718905687
39,e,1,1495718905773
40,s,0,1495718905869
41,s,1,1495718905952
42,t,0,1495718906082
43,t,1,1495718906132
44,v,0,1495718906265
45,v,1,1495718906332
46,BACKSPACE,0,1495718907620
47,BACKSPACE,1,1495718907713
48,SPACE,0,1495718907896
49,SPACE,1,1495718907980
50,t,0,1495718908210
51,t,1,1495718908281
52,o,0,1495718908364
53,o,1,1495718908432
54,SPACE,0,1495718908628
55,SPACE,1,1495718908699
56,s,0,1495718909107
57,s,1,1495718909190
58,e,0,1495718909327
59,e,1,1495718909398
60,e,0,1495718909478
61,e,1,1495718909549
62,SPACE,0,1495718909630
63,SPACE,1,1495718909701
64,i,0,1495718909977
65,i,1,1495718910013
66,f,0,1495718910245
67,f,1,1495718910303
68,SPACE,0,1495718910429
69,SPACE,1,1495718910489
70,t,0,1495718910594
71,t,1,1495718910651
72,h,0,1495718910812
73,h,1,1495718910863
74,e,0,1495718910973
75,e,1,1495718911034
76,SPACE,0,1495718911230
77,SPACE,1,1495718911290
78,d,0,1495718911777
79,d,1,1495718911836
80,a,0,1495718911975
81,a,1,1495718912056
82,t,0,1495718912163
83,t,1,1495718912218
84,a,0,1495718912310
85,a,1,1495718912381
86,SPACE,0,1495718912800
87,SPACE,1,1495718912860
