EID,key,direction,time
0,t,0,1496926183748
1,t,1,1496926183862
2,h,0,1496926183922
3,h,1,1496926183976
4,i,0,1496926184115
5,i,1,1496926184167
6,s,0,1496926184244
7,s,1,1496926184322
8,SPACE,0,1496926184420
9,SPACE,1,1496926184523
10,i,0,1496926185583
11,i,1,1496926185689
12,s,0,1496926185736
13,s,1,1496926185864
14,SPACE,0,1496926185910
15,SPACE,1,1496926186040
16,a,0,1496926186042
17,a,1,1496926186136
18,SPACE,0,1496926187084
19,SPACE,1,1496926187200
20,y,0,1496926187431
21,y,1,1496926187524
22,e,0,1496926187580
23,e,1,1496926187651
24,a,0,1496926187757
25,t,0,1496926187823
26,a,1,1496926187862
27,t,1,1496926187900
28,SPACE,0,1496926188105
29,SPACE,1,1496926188196
30,BACKSPACE,0,1496926188736
31,BACKSPACE,1,1496926188827
32,BACKSPACE,0,1496926188896
33,BACKSPACE,1,1496926188996
34,BACKSPACE,0,1496926189060
35,BACKSPACE,1,1496926189166
36,BACKSPACE,0,1496926189231
37,BACKSPACE,1,1496926189338
38,BACKSPACE,0,1496926189405
39,BACKSPACE,1,1496926189518
40,BACKSPACE,0,1496926189818
41,BACKSPACE,1,1496926189895
42,SPACE,0,1496926190310
43,SPACE,1,1496926190398
44,t,0,1496926190874
45,t,1,1496926190962
46,e,0,1496926191075
47,e,1,1496926191137
48,a,0,1496926191242
49,t,0,1496926191323
50,a,1,1496926191336
51,t,1,1496926191395
52,SPACE,0,1496926191577
53,SPACE,1,1496926191669
54,t,0,1496926192511
55,t,1,1496926192586
56,o,0,1496926192675
57,o,1,1496926192773
58,SPACE,0,1496926192948
59,SPACE,1,1496926193041
60,s,0,1496926193058
61,s,1,1496926193113
62,e,0,1496926193251
63,e,1,1496926193330
64,e,0,1496926193414
65,e,1,1496926193510
66,SPACE,0,1496926193698
67,SPACE,1,1496926193806
68,i,0,1496926194372
69,i,1,1496926194470
70,f,0,1496926194595
71,f,1,1496926194680
72,SPACE,0,1496926194710
73,SPACE,1,1496926194797
74,t,0,1496926194999
75,t,1,1496926195106
76,h,0,1496926195169
77,h,1,1496926195256
78,e,0,1496926195277
79,e,1,1496926195356
80,SPACE,0,1496926195436
81,SPACE,1,1496926195536
82,w,0,1496926196058
83,w,1,1496926196148
84,o,0,1496926196270
85,o,1,1496926196385
86,r,0,1496926196604
87,r,1,1496926196691
88,d,0,1496926196881
89,d,1,1496926196986
90,s,0,1496926197079
91,s,1,1496926197167
92,SPACE,0,1496926197231
93,SPACE,1,1496926197333
94,t,0,1496926198369
95,t,1,1496926198460
96,h,0,1496926198547
97,h,1,1496926198646
98,a,0,1496926198647
99,a,1,1496926198755
100,t,0,1496926198843
101,t,1,1496926198923
102,SPACE,0,1496926199131
103,SPACE,1,1496926199225
104,i,0,1496926199794
105,i,1,1496926199898
106,SPACE,0,1496926200136
107,SPACE,1,1496926200242
108,t,0,1496926200912
109,t,1,1496926201005
110,y,0,1496926201114
111,y,1,1496926201209
112,p,0,1496926201420
113,p,1,1496926201516
114,e,0,1496926201539
115,e,1,1496926201640
116,SPACE,0,1496926201809
117,SPACE,1,1496926201900
118,a,0,1496926202774
119,a,1,1496926202856
120,r,0,1496926202963
121,r,1,1496926203058
122,e,0,1496926203178
123,e,1,1496926203256
124,SPACE,0,1496926203286
125,SPACE,1,1496926203401
126,u,0,1496926203550
127,u,1,1496926203652
128,n,0,1496926203750
129,n,1,1496926203856
130,o,0,1496926203980
131,o,1,1496926204096
132,q,0,1496926204277
133,q,1,1496926204371
134,u,0,1496926204533
135,u,1,1496926204642
136,e,0,1496926204772
137,e,1,1496926204876
138,SPACE,0,1496926204931
139,SPACE,1,1496926205057
140,BACKSPACE,0,1496926205597
141,BACKSPACE,1,1496926205672
142,BACKSPACE,0,1496926205758
143,BACKSPACE,1,1496926205847
144,BACKSPACE,0,1496926205917
145,BACKSPACE,1,1496926206030
146,BACKSPACE,0,1496926206091
147,BACKSPACE,1,1496926206196
148,BACKSPACE,0,1496926206273
149,BACKSPACE,1,1496926206390
150,i,0,1496926206956
151,i,1,1496926207043
