EID,key,direction,time
0,t,0,1496842391148
1,t,1,1496842391263
2,h,0,1496842391611
3,h,1,1496842391698
4,i,0,1496842391822
5,i,1,1496842391925
6,s,0,1496842392375
7,s,1,1496842392435
8,SPACE,0,1496842392773
9,SPACE,1,1496842392870
10,i,0,1496842393469
11,i,1,1496842393575
12,s,0,1496842393792
13,s,1,1496842393873
14,SPACE,0,1496842394080
15,SPACE,1,1496842394130
16,a,0,1496842394781
17,a,1,1496842394878
18,SPACE,0,1496842395116
19,SPACE,1,1496842395214
20,t,0,1496842399278
21,t,1,1496842399368
22,e,0,1496842399475
23,e,1,1496842399522
24,s,0,1496842399601
25,s,1,1496842399686
26,t,0,1496842399826
27,t,1,1496842399906
28,SPACE,0,1496842400788
29,SPACE,1,1496842400891
30,t,0,1496842401212
31,t,1,1496842401316
32,o,0,1496842401348
33,o,1,1496842401441
34,SPACE,0,1496842401605
35,SPACE,1,1496842401688
36,s,0,1496842401702
37,s,1,1496842401813
38,e,0,1496842401994
39,e,1,1496842402050
40,e,0,1496842402114
41,e,1,1496842402186
42,SPACE,0,1496842402714
43,SPACE,1,1496842402810
44,i,0,1496842403313
45,i,1,1496842403386
46,f,0,1496842403572
47,f,1,1496842403634
48,c,0,1496842403743
49,c,1,1496842403820
50,t,0,1496842403982
51,t,1,1496842404050
52,h,0,1496842404133
53,h,1,1496842404212
54,e,0,1496842404238
55,e,1,1496842404321
56,SPACE,0,1496842404392
57,SPACE,1,1496842404467
58,BACKSPACE,0,1496842404958
59,BACKSPACE,1,1496842405055
60,BACKSPACE,0,1496842405117
61,BACKSPACE,1,1496842405204
62,BACKSPACE,0,1496842405305
63,BACKSPACE,1,1496842405349
64,BACKSPACE,0,1496842405429
65,BACKSPACE,1,1496842405509
66,BACKSPACE,0,1496842405583
67,BACKSPACE,1,1496842405623
68,SPACE,0,1496842405976
69,SPACE,1,1496842406033
70,t,0,1496842406265
71,t,1,1496842406323
72,h,0,1496842406423
73,h,1,1496842406510
74,e,0,1496842406538
75,e,1,1496842406634
76,b,0,1496842406672
77,b,1,1496842406760
78,BACKSPACE,0,1496842407349
79,BACKSPACE,1,1496842407444
80,BACKSPACE,0,1496842407659
81,BACKSPACE,1,1496842407744
82,e,0,1496842408370
83,e,1,1496842408465
84,SPACE,0,1496842408487
85,SPACE,1,1496842408597
86,w,0,1496842411139
87,w,1,1496842411226
88,o,0,1496842411399
89,o,1,1496842411479
90,r,0,1496842411744
91,r,1,1496842411811
92,d,0,1496842411910
93,d,1,1496842411996
94,s,0,1496842412161
95,s,1,1496842412262
96,SPACE,0,1496842412530
97,SPACE,1,1496842412613
98,t,0,1496842413575
99,t,1,1496842413632
100,g,0,1496842413732
101,a,0,1496842413775
102,g,1,1496842413837
103,a,1,1496842413910
104,t,0,1496842413982
105,t,1,1496842414072
106,BACKSPACE,0,1496842414686
107,BACKSPACE,1,1496842414775
108,BACKSPACE,0,1496842414887
109,BACKSPACE,1,1496842414945
110,BACKSPACE,0,1496842415038
111,BACKSPACE,1,1496842415118
112,h,0,1496842415639
113,h,1,1496842415723
114,a,0,1496842415778
115,a,1,1496842415883
116,t,0,1496842416075
117,t,1,1496842416155
118,SPACE,0,1496842416346
119,SPACE,1,1496842416445
120,i,0,1496842416916
121,i,1,1496842417019
122,SPACE,0,1496842417229
123,SPACE,1,1496842417305
124,t,0,1496842417575
125,t,1,1496842417628
126,y,0,1496842417741
127,y,1,1496842417795
128,p,0,1496842418028
129,p,1,1496842418114
130,e,0,1496842418385
131,e,1,1496842418462
132,SPACE,0,1496842420191
133,SPACE,1,1496842420290
134,a,0,1496842420698
135,a,1,1496842420793
136,r,0,1496842421035
137,r,1,1496842421106
138,e,0,1496842421183
139,e,1,1496842421278
140,SPACE,0,1496842421408
141,SPACE,1,1496842421524
142,u,0,1496842422029
143,u,1,1496842422075
144,n,0,1496842422260
145,n,1,1496842422333
146,i,0,1496842422498
147,i,1,1496842422580
148,q,0,1496842422832
149,q,1,1496842422937
150,u,0,1496842423192
151,u,1,1496842423257
152,e,0,1496842423476
153,e,1,1496842423575
154,SPACE,0,1496842423729
155,SPACE,1,1496842423830
156,t,0,1496842424310
157,t,1,1496842424383
158,o,0,1496842424620
159,o,1,1496842424704
160,SPACE,0,1496842424843
161,SPACE,1,1496842424976
162,m,0,1496842425119
163,m,1,1496842425202
164,e,0,1496842425603
165,e,1,1496842425707
166,.,0,1496842427001
167,.,1,1496842427109
168,SPACE,0,1496842427315
169,SPACE,1,1496842427395
170,t,0,1496842427941
171,t,1,1496842427996
172,h,0,1496842428120
173,h,1,1496842428175
174,e,0,1496842428401
175,e,1,1496842428493
176,r,0,1496842428544
177,r,1,1496842428628
178,e,0,1496842428690
179,e,1,1496842428786
180,SPACE,0,1496842429057
181,SPACE,1,1496842429136
182,a,0,1496842429212
183,a,1,1496842429349
184,r,0,1496842429738
185,r,1,1496842429824
186,e,0,1496842429895
187,e,1,1496842429992
188,SPACE,0,1496842430602
189,SPACE,1,1496842430701
190,t,0,1496842431372
191,t,1,1496842431458
192,w,0,1496842431549
193,w,1,1496842431654
194,o,0,1496842431769
195,o,1,1496842431866
196,SPACE,0,1496842432626
197,SPACE,1,1496842432715
198,s,0,1496842433005
199,s,1,1496842433104
200,e,0,1496842433200
201,e,1,1496842433295
202,n,0,1496842433384
203,n,1,1496842433463
204,t,0,1496842433761
205,t,1,1496842433824
206,e,0,1496842433885
207,e,1,1496842433983
208,n,0,1496842434352
209,n,1,1496842434415
210,c,0,1496842434608
211,c,1,1496842434689
212,e,0,1496842434812
213,e,1,1496842434866
214,s,0,1496842434953
215,s,1,1496842435074
216,SPACE,0,1496842435872
217,SPACE,1,1496842435950
218,i,0,1496842436587
219,i,1,1496842436660
220,n,0,1496842436781
221,n,1,1496842436812
222,SPACE,0,1496842437002
223,SPACE,1,1496842437062
224,t,0,1496842437570
225,t,1,1496842437641
226,h,0,1496842437731
227,h,1,1496842437808
228,i,0,1496842437936
229,i,1,1496842438040
230,s,0,1496842438068
231,s,1,1496842438175
232,SPACE,0,1496842438266
233,SPACE,1,1496842438339
234,d,0,1496842438834
235,d,1,1496842438894
236,a,0,1496842438922
237,a,1,1496842439036
238,t,0,1496842439122
239,a,0,1496842439190
240,t,1,1496842439210
241,a,1,1496842439260
242,SPACE,0,1496842439694
243,SPACE,1,1496842439763
244,s,0,1496842440165
245,s,1,1496842440235
246,a,0,1496842440318
247,a,1,1496842440431
248,m,0,1496842440503
249,m,1,1496842440570
250,p,0,1496842440740
251,p,1,1496842440824
252,l,0,1496842440905
253,l,1,1496842441002
254,e,0,1496842441079
255,e,1,1496842441210
256,.,0,1496842442249
257,.,1,1496842442371
258,t,0,1496842445811
259,t,1,1496842445897
260,g,0,1496842445984
261,g,1,1496842446062
262,i,0,1496842446200
263,i,1,1496842446298
264,s,0,1496842446355
265,s,1,1496842446466
266,SPACE,0,1496842446530
267,SPACE,1,1496842446606
268,BACKSPACE,0,1496842447056
269,BACKSPACE,1,1496842447141
270,BACKSPACE,0,1496842447229
271,BACKSPACE,1,1496842447292
272,BACKSPACE,0,1496842447398
273,BACKSPACE,1,1496842447450
274,BACKSPACE,0,1496842447533
275,BACKSPACE,1,1496842447610
276,h,0,1496842448045
277,h,1,1496842448118
278,i,0,1496842448266
279,i,1,1496842448347
280,s,0,1496842448371
281,s,1,1496842448466
282,SPACE,0,1496842448663
283,SPACE,1,1496842448750
284,u,0,1496842449554
285,u,1,1496842449632
286,s,0,1496842449738
287,s,1,1496842449835
288,b,0,1496842449856
289,b,1,1496842449933
290,a,0,1496842450005
291,a,1,1496842450053
292,SPACE,0,1496842450188
293,SPACE,1,1496842450221
294,BACKSPACE,0,1496842450587
295,BACKSPACE,1,1496842450659
296,BACKSPACE,0,1496842450740
297,BACKSPACE,1,1496842450826
298,BACKSPACE,0,1496842450921
299,BACKSPACE,1,1496842451021
300,BACKSPACE,0,1496842451082
301,BACKSPACE,1,1496842451249
302,BACKSPACE,0,1496842451384
303,BACKSPACE,1,1496842451487
304,i,0,1496842452172
305,i,1,1496842452238
306,s,0,1496842452412
307,s,1,1496842452522
308,SPACE,0,1496842452561
309,SPACE,1,1496842452648
310,a,0,1496842453356
311,a,1,1496842453468
312,SPACE,0,1496842453608
313,SPACE,1,1496842453717
314,t,0,1496842454375
315,t,1,1496842454497
316,e,0,1496842454640
317,e,1,1496842454716
318,s,0,1496842454791
319,s,1,1496842454898
320,t,0,1496842455095
321,t,1,1496842455173
322,SPACE,0,1496842455425
323,SPACE,1,1496842455516
324,t,0,1496842455928
325,t,1,1496842456004
326,o,0,1496842456206
327,o,1,1496842456314
328,SPACE,0,1496842456462
329,SPACE,1,1496842456563
330,s,0,1496842456683
331,s,1,1496842456788
332,e,0,1496842456959
333,e,1,1496842456998
334,e,0,1496842457430
335,e,1,1496842457532
336,SPACE,0,1496842457909
337,SPACE,1,1496842457988
338,i,0,1496842458525
339,i,1,1496842458602
340,f,0,1496842458790
341,f,1,1496842458864
342,v,0,1496842458986
343,v,1,1496842459092
344,t,0,1496842459289
345,t,1,1496842459373
346,y,0,1496842459470
347,y,1,1496842459557
348,BACKSPACE,0,1496842459972
349,BACKSPACE,1,1496842460054
350,BACKSPACE,0,1496842460137
351,BACKSPACE,1,1496842460234
352,BACKSPACE,0,1496842460323
353,BACKSPACE,1,1496842460422
