EID,key,direction,time
0,t,0,1496926438263
1,t,1,1496926438389
2,h,0,1496926438459
3,h,1,1496926438542
4,i,0,1496926438646
5,i,1,1496926438704
6,s,0,1496926439194
7,s,1,1496926439298
8,SPACE,0,1496926439406
9,SPACE,1,1496926439474
10,i,0,1496926440078
11,i,1,1496926440149
12,s,0,1496926440206
13,s,1,1496926440299
14,SPACE,0,1496926440369
15,SPACE,1,1496926440439
16,a,0,1496926441163
17,a,1,1496926441279
18,SPACE,0,1496926441452
19,SPACE,1,1496926441547
20,t,0,1496926441653
21,t,1,1496926441731
22,e,0,1496926441847
23,e,1,1496926441928
24,s,0,1496926442046
25,s,1,1496926442102
26,t,0,1496926442181
27,t,1,1496926442253
28,SPACE,0,1496926442414
29,SPACE,1,1496926442485
30,o,0,1496926444402
31,o,1,1496926444483
32,BACKSPACE,0,1496926445583
33,BACKSPACE,1,1496926445701
34,t,0,1496926446090
35,t,1,1496926446159
36,o,0,1496926446230
37,o,1,1496926446298
38,SPACE,0,1496926446483
39,SPACE,1,1496926446543
40,s,0,1496926446705
41,s,1,1496926446796
42,e,0,1496926446902
43,e,1,1496926446982
44,SPACE,0,1496926447143
45,SPACE,1,1496926447226
46,i,0,1496926447468
47,i,1,1496926447503
48,f,0,1496926447677
49,f,1,1496926447758
50,SPACE,0,1496926447828
51,SPACE,1,1496926447910
52,t,0,1496926447942
53,t,1,1496926448015
54,h,0,1496926448069
55,h,1,1496926448164
56,e,0,1496926448594
57,e,1,1496926448641
58,SPACE,0,1496926448884
59,SPACE,1,1496926448943
60,w,0,1496926449596
61,w,1,1496926449681
62,o,0,1496926449762
63,o,1,1496926449848
64,r,0,1496926449978
65,r,1,1496926450063
66,d,0,1496926450193
67,d,1,1496926450278
68,s,0,1496926450349
69,s,1,1496926450445
70,SPACE,0,1496926450515
71,SPACE,1,1496926450578
72,t,0,1496926451057
73,t,1,1496926451153
74,h,0,1496926451235
75,h,1,1496926451308
76,a,0,1496926451318
77,a,1,1496926451416
78,t,0,1496926451488
79,t,1,1496926451536
80,SPACE,0,1496926451690
81,SPACE,1,1496926451753
82,i,0,1496926452058
83,i,1,1496926452119
84,SPACE,0,1496926452261
85,SPACE,1,1496926452347
86,t,0,1496926452922
87,t,1,1496926453019
88,i,0,1496926453112
89,i,1,1496926453197
90,BACKSPACE,0,1496926453616
91,BACKSPACE,1,1496926453724
92,y,0,1496926454018
93,y,1,1496926454092
94,p,0,1496926454258
95,p,1,1496926454307
96,e,0,1496926454324
97,e,1,1496926454391
98,SPACE,0,1496926454581
99,SPACE,1,1496926454643
100,a,0,1496926455613
101,a,1,1496926455708
102,r,0,1496926455899
103,r,1,1496926455995
104,e,0,1496926456080
105,e,1,1496926456139
106,SPACE,0,1496926456197
107,SPACE,1,1496926456272
108,u,0,1496926456450
109,u,1,1496926456545
110,n,0,1496926456676
111,n,1,1496926456749
112,i,0,1496926456879
113,i,1,1496926456941
114,q,0,1496926457580
