EID,key,direction,time
0,t,0,1494500075835
1,t,1,1494500075930
2,h,0,1494500076067
3,h,1,1494500076159
4,i,0,1494500076317
5,i,1,1494500076414
6,s,0,1494500076477
7,s,1,1494500076622
8,SPACE,0,1494500077344
9,SPACE,1,1494500077427
10,i,0,1494500077818
11,i,1,1494500077915
12,s,0,1494500077979
13,s,1,1494500078117
14,SPACE,0,1494500078268
15,SPACE,1,1494500078342
16,a,0,1494500078832
17,a,1,1494500078978
18,SPACE,0,1494500079024
19,SPACE,1,1494500079123
20,t,0,1494500080001
21,e,0,1494500080074
22,t,1,1494500080083
23,e,1,1494500080206
24,s,0,1494500080338
25,s,1,1494500080452
26,t,0,1494500080464
27,t,1,1494500080532
28,SPACE,0,1494500081107
29,SPACE,1,1494500081184
30,t,0,1494500081638
31,t,1,1494500081760
32,o,0,1494500081760
33,o,1,1494500081847
34,SPACE,0,1494500082863
35,SPACE,1,1494500082946
36,s,0,1494500083160
37,s,1,1494500083283
38,e,0,1494500083418
39,e,1,1494500083523
40,e,0,1494500083578
41,e,1,1494500083700
42,SPACE,0,1494500083917
43,SPACE,1,1494500083991
44,i,0,1494500084632
45,i,1,1494500084713
46,f,0,1494500084953
47,f,1,1494500085067
48,SPACE,0,1494500085721
49,SPACE,1,1494500085795
50,t,0,1494500086244
51,t,1,1494500086341
52,h,0,1494500086453
53,h,1,1494500086558
54,e,0,1494500086581
55,e,1,1494500086713
56,SPACE,0,1494500086847
57,SPACE,1,1494500086928
58,w,0,1494500087593
59,w,1,1494500087721
60,o,0,1494500087777
61,o,1,1494500087850
62,r,0,1494500088003
63,r,1,1494500088115
64,d,0,1494500088252
65,d,1,1494500088349
66,s,0,1494500088533
67,s,1,1494500088630
68,SPACE,0,1494500089758
69,SPACE,1,1494500089818
70,t,0,1494500090307
71,t,1,1494500090388
72,h,0,1494500090499
73,h,1,1494500090613
74,a,0,1494500090684
75,a,1,1494500090805
76,t,0,1494500090838
77,t,1,1494500090902
78,SPACE,0,1494500091425
79,SPACE,1,1494500091507
80,i,0,1494500091796
81,i,1,1494500091878
82,SPACE,0,1494500092191
83,SPACE,1,1494500092249
84,t,0,1494500093760
85,t,1,1494500093833
86,y,0,1494500093953
87,y,1,1494500094018
88,p,0,1494500094509
89,p,1,1494500094590
90,e,0,1494500094742
91,e,1,1494500094863
92,SPACE,0,1494500096072
93,SPACE,1,1494500096147
94,a,0,1494500096360
95,a,1,1494500096482
96,r,0,1494500096569
97,r,1,1494500096643
98,e,0,1494500096730
99,e,1,1494500096860
100,SPACE,0,1494500097468
101,SPACE,1,1494500097537
102,u,0,1494500097984
103,u,1,1494500098049
104,n,0,1494500098241
105,n,1,1494500098306
106,i,0,1494500098466
107,i,1,1494500098548
108,q,0,1494500098853
109,q,1,1494500099014
110,u,0,1494500099046
111,u,1,1494500099134
112,e,0,1494500099287
113,e,1,1494500099416
114,SPACE,0,1494500100194
115,SPACE,1,1494500100285
116,t,0,1494500100937
117,t,1,1494500101051
118,o,0,1494500101052
119,o,1,1494500101139
120,SPACE,0,1494500101339
121,SPACE,1,1494500101422
122,m,0,1494500101596
123,m,1,1494500101694
124,e,0,1494500101719
125,e,1,1494500101855
126,.,0,1494500102689
127,.,1,1494500102788
128,SPACE,0,1494500104310
129,SPACE,1,1494500104392
130,t,0,1494500104898
131,t,1,1494500104962
132,h,0,1494500105083
133,h,1,1494500105172
134,e,0,1494500105196
135,e,1,1494500105316
136,r,0,1494500105437
137,r,1,1494500105550
138,e,0,1494500105670
139,e,1,1494500105774
140,SPACE,0,1494500106711
141,SPACE,1,1494500106795
142,a,0,1494500107008
143,a,1,1494500107114
144,r,0,1494500107161
145,r,1,1494500107243
146,e,0,1494500107378
147,e,1,1494500107500
148,SPACE,0,1494500108538
149,SPACE,1,1494500108607
150,t,0,1494500109085
151,t,1,1494500109166
152,w,0,1494500109415
153,w,1,1494500109536
154,o,0,1494500109640
155,o,1,1494500109704
156,SPACE,0,1494500110619
157,SPACE,1,1494500110695
158,s,0,1494500111425
159,s,1,1494500111554
160,e,0,1494500111666
161,e,1,1494500111804
162,n,0,1494500111811
163,n,1,1494500111892
164,t,0,1494500112173
165,t,1,1494500112239
166,e,0,1494500112326
167,e,1,1494500112447
168,n,0,1494500112600
169,n,1,1494500112672
170,c,0,1494500113011
171,c,1,1494500113083
172,e,0,1494500113115
173,e,1,1494500113237
174,s,0,1494500113380
175,s,1,1494500113470
176,SPACE,0,1494500114349
177,SPACE,1,1494500114409
178,i,0,1494500114800
179,i,1,1494500114890
180,m,0,1494500115082
181,m,1,1494500115163
182,BACKSPACE,0,1494500116404
183,BACKSPACE,1,1494500116477
184,n,0,1494500116936
185,n,1,1494500116993
186,SPACE,0,1494500117850
187,SPACE,1,1494500117909
188,y,0,1494500118374
189,y,1,1494500118447
190,h,0,1494500118583
191,h,1,1494500118656
192,i,0,1494500118791
193,i,1,1494500118873
194,s,0,1494500118977
195,s,1,1494500119106
196,SPACE,0,1494500119242
197,SPACE,1,1494500119300
198,OTHER,0,1494500120090
199,OTHER,1,1494500120149
200,BACKSPACE,0,1494500122183
201,BACKSPACE,1,1494500122242
202,BACKSPACE,0,1494500122335
203,BACKSPACE,1,1494500122416
204,BACKSPACE,0,1494500122480
205,BACKSPACE,1,1494500122721
206,BACKSPACE,0,1494500122810
207,BACKSPACE,1,1494500122891
208,BACKSPACE,0,1494500122970
209,BACKSPACE,1,1494500123059
210,t,0,1494500124426
211,t,1,1494500124474
212,h,0,1494500124651
213,h,1,1494500124724
214,i,0,1494500124924
215,i,1,1494500124997
216,s,0,1494500125108
217,s,1,1494500125198
218,SPACE,0,1494500127186
219,SPACE,1,1494500127261
220,d,0,1494500127581
221,d,1,1494500127694
222,s,0,1494500127862
223,s,1,1494500127976
224,t,0,1494500127984
225,t,1,1494500128081
226,s,0,1494500128103
227,s,1,1494500128208
228,BACKSPACE,0,1494500129891
229,BACKSPACE,1,1494500129964
230,BACKSPACE,0,1494500130076
231,BACKSPACE,1,1494500130149
232,BACKSPACE,0,1494500130245
233,BACKSPACE,1,1494500130325
234,a,0,1494500130991
235,a,1,1494500131105
236,r,0,1494500131208
237,r,1,1494500131281
238,BACKSPACE,0,1494500132172
239,BACKSPACE,1,1494500132261
240,t,0,1494500133447
241,t,1,1494500133512
242,a,0,1494500133551
243,a,1,1494500133689
244,SPACE,0,1494500134274
245,SPACE,1,1494500134358
246,s,0,1494500134564
247,s,1,1494500134669
248,a,0,1494500134853
249,a,1,1494500134958
250,m,0,1494500135127
251,m,1,1494500135215
252,p,0,1494500135480
253,p,1,1494500135577
254,l,0,1494500135681
255,l,1,1494500135778
256,e,0,1494500135922
257,e,1,1494500136035
258,.,0,1494500137390
259,.,1,1494500137464
260,"
",0,1494500140652
261,"
",1,1494500140695
262,BACKSPACE,0,1494500141992
263,BACKSPACE,1,1494500142074
264,t,0,1494500154271
265,t,1,1494500154359
266,h,0,1494500154818
267,h,1,1494500154899
268,i,0,1494500155027
269,i,1,1494500155108
270,s,0,1494500155163
271,s,1,1494500155284
272,SPACE,0,1494500155477
273,SPACE,1,1494500155567
274,i,0,1494500156582
275,i,1,1494500156671
276,s,0,1494500156790
277,s,1,1494500156912
278,SPACE,0,1494500156975
279,SPACE,1,1494500157073
280,a,0,1494500157152
281,a,1,1494500157281
282,SPACE,0,1494500157361
283,SPACE,1,1494500157444
284,t,0,1494500158277
285,e,0,1494500158350
286,t,1,1494500158367
287,e,1,1494500158471
288,s,0,1494500158647
289,s,1,1494500158760
290,t,0,1494500158783
291,t,1,1494500158848
292,SPACE,0,1494500159649
293,SPACE,1,1494500159715
294,t,0,1494500160068
295,t,1,1494500160181
296,o,0,1494500160204
297,o,1,1494500160301
298,SPACE,0,1494500160599
299,SPACE,1,1494500160659
300,s,0,1494500160720
301,s,1,1494500160842
302,e,0,1494500161058
303,e,1,1494500161139
304,e,0,1494500161210
305,e,1,1494500161308
306,SPACE,0,1494500162029
307,SPACE,1,1494500162112
308,i,0,1494500162593
309,i,1,1494500162682
310,f,0,1494500162850
311,f,1,1494500162955
312,SPACE,0,1494500163139
313,SPACE,1,1494500163237
314,t,0,1494500163364
315,t,1,1494500163493
316,h,0,1494500163549
317,h,1,1494500163646
318,e,0,1494500163767
319,e,1,1494500163887
320,SPACE,0,1494500164209
321,SPACE,1,1494500164292
322,w,0,1494500165058
323,w,1,1494500165179
324,o,0,1494500165355
325,o,1,1494500165469
326,r,0,1494500165596
327,r,1,1494500165718
328,d,0,1494500165838
329,d,1,1494500165942
330,s,0,1494500166095
331,s,1,1494500166208
332,SPACE,0,1494500167246
333,SPACE,1,1494500167321
334,t,0,1494500167761
335,t,1,1494500167837
336,h,0,1494500167954
337,h,1,1494500168051
338,a,0,1494500168091
339,a,1,1494500168220
340,t,0,1494500168268
341,t,1,1494500168332
342,SPACE,0,1494500168639
343,SPACE,1,1494500168730
344,i,0,1494500168977
345,i,1,1494500169041
346,SPACE,0,1494500169323
347,SPACE,1,1494500169381
348,t,0,1494500169978
349,t,1,1494500170058
350,y,0,1494500170178
351,y,1,1494500170243
352,p,0,1494500170670
353,p,1,1494500170743
354,e,0,1494500170790
355,e,1,1494500170903
356,SPACE,0,1494500171987
357,SPACE,1,1494500172070
358,a,0,1494500172316
359,a,1,1494500172445
360,r,0,1494500172493
361,r,1,1494500172574
362,e,0,1494500172694
363,e,1,1494500172807
364,SPACE,0,1494500173552
365,SPACE,1,1494500173642
366,u,0,1494500174067
367,u,1,1494500174169
368,n,0,1494500174332
