EID,key,direction,time
0,t,0,1495637384330
1,t,1,1495637384404
2,h,0,1495637384490
3,h,1,1495637384578
4,i,0,1495637384699
5,i,1,1495637384755
6,s,0,1495637384803
7,s,1,1495637384884
8,SPACE,0,1495637385367
9,SPACE,1,1495637385418
10,i,0,1495637385592
11,i,1,1495637385680
12,s,0,1495637385736
13,s,1,1495637385777
14,SPACE,0,1495637385961
15,SPACE,1,1495637386019
16,a,0,1495637386243
17,a,1,1495637386339
18,SPACE,0,1495637386540
19,SPACE,1,1495637386583
20,t,0,1495637387755
21,t,1,1495637387820
22,e,0,1495637387868
23,e,1,1495637387942
24,s,0,1495637388047
25,s,1,1495637388117
26,t,0,1495637388141
27,t,1,1495637388214
28,SPACE,0,1495637388358
29,SPACE,1,1495637388408
30,f,0,1495637388632
31,f,1,1495637388688
32,o,0,1495637388720
33,o,1,1495637388776
34,SPACE,0,1495637388897
35,SPACE,1,1495637388942
36,OTHER,0,1495637389762
37,OTHER,1,1495637389821
38,OTHER,0,1495637389931
39,OTHER,1,1495637389958
40,OTHER,0,1495637390031
41,OTHER,1,1495637390086
42,OTHER,0,1495637390171
43,OTHER,1,1495637390200
44,OTHER,0,1495637390556
45,OTHER,1,1495637390610
46,OTHER,0,1495637391265
47,OTHER,1,1495637391322
48,BACKSPACE,0,1495637392700
49,BACKSPACE,1,1495637392778
50,BACKSPACE,0,1495637392853
51,BACKSPACE,1,1495637392950
52,BACKSPACE,0,1495637393014
53,BACKSPACE,1,1495637393096
54,BACKSPACE,0,1495637393150
55,BACKSPACE,1,1495637393160
56,SPACE,0,1495637393994
57,SPACE,1,1495637394078
58,t,0,1495637394332
59,t,1,1495637394405
60,p,0,1495637394452
61,p,1,1495637394517
62,SPACE,0,1495637394629
63,SPACE,1,1495637394680
64,BACKSPACE,0,1495637395898
65,BACKSPACE,1,1495637395970
66,BACKSPACE,0,1495637396300
67,BACKSPACE,1,1495637396397
68,o,0,1495637397051
69,o,1,1495637397109
70,SPACE,0,1495637397220
71,SPACE,1,1495637397290
72,s,0,1495637398256
73,s,1,1495637398328
74,e,0,1495637398489
75,e,1,1495637398554
76,e,0,1495637398666
77,e,1,1495637398730
78,SPACE,0,1495637399013
79,SPACE,1,1495637399080
80,i,0,1495637399521
81,i,1,1495637399601
82,f,0,1495637399633
83,f,1,1495637399698
84,SPACE,0,1495637399874
85,SPACE,1,1495637399942
86,t,0,1495637400180
87,t,1,1495637400245
88,h,0,1495637400316
89,h,1,1495637400381
90,e,0,1495637400445
91,e,1,1495637400535
92,SPACE,0,1495637400742
93,SPACE,1,1495637400786
94,w,0,1495637401250
95,w,1,1495637401330
96,o,0,1495637401476
97,o,1,1495637401563
98,r,0,1495637401982
99,r,1,1495637402055
100,d,0,1495637402288
101,d,1,1495637402353
102,s,0,1495637402481
103,s,1,1495637402562
104,SPACE,0,1495637402892
105,SPACE,1,1495637402927
106,t,0,1495637403647
107,t,1,1495637403719
108,h,0,1495637403848
109,h,1,1495637403928
110,a,0,1495637404000
111,a,1,1495637404073
112,t,0,1495637404177
113,t,1,1495637404211
114,SPACE,0,1495637404786
115,SPACE,1,1495637404836
116,i,0,1495637405326
117,i,1,1495637405406
118,SPACE,0,1495637405478
119,SPACE,1,1495637405569
120,t,0,1495637405849
121,t,1,1495637405873
122,y,0,1495637406042
123,y,1,1495637406107
124,p,0,1495637406454
125,p,1,1495637406543
126,e,0,1495637407535
127,e,1,1495637407616
128,SPACE,0,1495637407840
129,SPACE,1,1495637407922
130,a,0,1495637408779
131,a,1,1495637408827
132,r,0,1495637409126
133,r,1,1495637409215
134,e,0,1495637409311
135,e,1,1495637409399
136,SPACE,0,1495637409624
137,SPACE,1,1495637409667
138,u,0,1495637410196
139,u,1,1495637410254
140,n,0,1495637410494
141,n,1,1495637410559
142,i,0,1495637410743
143,i,1,1495637410816
144,q,0,1495637411162
145,q,1,1495637411259
146,u,0,1495637411420
147,u,1,1495637411493
148,e,0,1495637411589
149,e,1,1495637411654
150,c,0,1495637411862
151,c,1,1495637411927
152,t,0,1495637413135
153,t,1,1495637413191
154,o,0,1495637413263
155,o,1,1495637413336
156,SPACE,0,1495637413431
157,SPACE,1,1495637413482
158,m,0,1495637413640
159,m,1,1495637413730
160,e,0,1495637413778
161,e,1,1495637413850
162,.,0,1495637414787
163,.,1,1495637414821
164,SPACE,0,1495637415126
165,SPACE,1,1495637415191
166,BACKSPACE,0,1495637419709
167,BACKSPACE,0,1495637420110
168,BACKSPACE,0,1495637420160
169,BACKSPACE,0,1495637420210
170,BACKSPACE,0,1495637420259
171,BACKSPACE,0,1495637420310
172,BACKSPACE,0,1495637420360
173,BACKSPACE,0,1495637420410
174,BACKSPACE,0,1495637420900
175,BACKSPACE,1,1495637420981
176,SPACE,0,1495637421214
177,SPACE,1,1495637421304
178,t,0,1495637421912
179,t,1,1495637421985
180,o,0,1495637422218
181,o,1,1495637422298
182,SPACE,0,1495637422330
183,SPACE,1,1495637422413
184,m,0,1495637422636
185,m,1,1495637422717
186,e,0,1495637422812
187,e,1,1495637422909
188,.,0,1495637423586
189,.,1,1495637423638
190,SPACE,0,1495637424709
191,SPACE,1,1495637424822
192,t,0,1495637428690
193,t,1,1495637428747
194,h,0,1495637428852
195,h,1,1495637428956
196,e,0,1495637429011
197,e,1,1495637429109
198,r,0,1495637429237
199,r,1,1495637429317
200,e,0,1495637429429
201,e,1,1495637429542
202,SPACE,0,1495637429799
203,SPACE,1,1495637429868
204,a,0,1495637430218
205,a,1,1495637430307
206,r,0,1495637430613
