EID,key,direction,time
0,t,0,1495457721391
1,t,1,1495457721442
2,h,0,1495457721785
3,h,1,1495457721856
4,i,0,1495457722210
5,i,1,1495457722266
6,s,0,1495457722466
7,s,1,1495457722563
8,SPACE,0,1495457722627
9,SPACE,1,1495457722701
10,i,0,1495457722996
11,i,1,1495457723062
12,s,0,1495457723205
13,s,1,1495457723303
14,SPACE,0,1495457723397
15,SPACE,1,1495457723480
16,a,0,1495457723669
17,a,1,1495457723758
18,SPACE,0,1495457723878
19,SPACE,1,1495457723953
20,t,0,1495457724400
21,t,1,1495457724465
22,e,0,1495457724632
23,e,1,1495457724713
24,s,0,1495457724921
25,s,1,1495457724994
26,t,0,1495457725105
27,t,1,1495457725178
28,SPACE,0,1495457725426
29,SPACE,1,1495457725493
30,t,0,1495457725771
31,t,1,1495457725828
32,o,0,1495457726402
33,o,1,1495457726459
34,SPACE,0,1495457726835
35,SPACE,1,1495457726910
36,s,0,1495457727083
37,s,1,1495457727182
38,e,0,1495457727372
39,e,1,1495457727446
40,e,0,1495457727556
41,e,1,1495457727614
42,SPACE,0,1495457727781
43,SPACE,1,1495457727848
44,i,0,1495457728442
45,i,1,1495457728507
46,f,0,1495457728883
47,f,1,1495457728948
48,SPACE,0,1495457729044
49,SPACE,1,1495457729127
50,t,0,1495457729413
51,t,1,1495457729503
52,h,0,1495457729718
53,h,1,1495457729784
54,e,0,1495457729919
55,e,1,1495457729992
56,SPACE,0,1495457730143
57,SPACE,1,1495457730211
58,w,0,1495457731628
59,w,1,1495457731708
60,o,0,1495457731876
61,o,1,1495457731949
62,r,0,1495457732309
63,r,1,1495457732398
64,d,0,1495457732542
65,d,1,1495457732632
66,s,0,1495457732766
67,s,1,1495457732831
68,SPACE,0,1495457732926
69,SPACE,1,1495457732994
70,t,0,1495457733223
71,t,1,1495457733311
72,h,0,1495457733495
73,h,1,1495457733567
74,a,0,1495457733760
75,a,1,1495457733832
76,t,0,1495457733960
77,t,1,1495457734033
78,SPACE,0,1495457734257
79,SPACE,1,1495457734323
80,i,0,1495457734895
81,i,1,1495457734952
82,SPACE,0,1495457735167
83,SPACE,1,1495457735235
84,t,0,1495457735546
85,t,1,1495457735619
86,y,0,1495457735826
87,y,1,1495457735899
88,p,0,1495457736364
89,p,1,1495457736445
90,e,0,1495457736669
91,e,1,1495457736750
92,SPACE,0,1495457736942
93,SPACE,1,1495457737008
94,s,0,1495457737214
95,s,1,1495457737325
96,s,1,1495457737327
97,a,0,1495457737327
98,a,1,1495457737329
99,r,0,1495457737608
100,r,1,1495457737689
101,e,0,1495457737920
102,e,1,1495457737986
103,SPACE,0,1495457738176
104,SPACE,1,1495457738249
105,u,0,1495457738523
106,u,1,1495457738589
107,n,0,1495457738788
108,n,1,1495457738868
109,i,0,1495457739091
110,i,1,1495457739166
111,q,0,1495457739470
112,q,1,1495457739575
113,u,0,1495457739775
114,u,1,1495457739855
115,e,0,1495457740087
116,e,1,1495457740168
117,SPACE,0,1495457740351
118,SPACE,1,1495457740435
119,BACKSPACE,0,1495457741480
120,BACKSPACE,1,1495457741553
121,BACKSPACE,0,1495457741655
122,BACKSPACE,1,1495457741728
123,BACKSPACE,0,1495457741840
124,BACKSPACE,1,1495457741896
125,BACKSPACE,0,1495457742005
126,BACKSPACE,1,1495457742073
127,BACKSPACE,0,1495457742168
128,BACKSPACE,1,1495457742290
129,BACKSPACE,0,1495457742336
