EID,key,direction,time
0,t,0,1496416283709
1,t,1,1496416283777
2,h,0,1496416283837
3,h,1,1496416283901
4,i,0,1496416284030
5,i,1,1496416284094
6,s,0,1496416284158
7,s,1,1496416284191
8,SPACE,0,1496416284472
9,SPACE,1,1496416284537
10,i,0,1496416284945
11,i,1,1496416285003
12,s,0,1496416285058
13,s,1,1496416285123
14,SPACE,0,1496416285218
15,SPACE,1,1496416285284
16,a,0,1496416285371
17,a,1,1496416285443
18,SPACE,0,1496416285506
19,SPACE,1,1496416285581
20,t,0,1496416286221
21,t,1,1496416286279
22,e,0,1496416286509
23,e,1,1496416286558
24,s,0,1496416286750
25,s,1,1496416286822
26,t,0,1496416287030
27,t,1,1496416287071
28,SPACE,0,1496416287248
29,SPACE,1,1496416287297
30,t,0,1496416287937
31,t,1,1496416288001
32,o,0,1496416288089
33,o,1,1496416288138
34,m,0,1496416288305
35,m,1,1496416288361
36,s,0,1496416288506
37,s,1,1496416288578
38,BACKSPACE,0,1496416289930
39,BACKSPACE,1,1496416289978
40,BACKSPACE,0,1496416290098
41,BACKSPACE,1,1496416290146
42,BACKSPACE,0,1496416290492
43,BACKSPACE,1,1496416290541
44,BACKSPACE,0,1496416290684
45,BACKSPACE,1,1496416290725
46,t,0,1496416295428
47,t,1,1496416295505
48,o,0,1496416295596
49,o,1,1496416295645
50,SPACE,0,1496416296252
51,SPACE,1,1496416296310
52,s,0,1496416296646
53,s,1,1496416296734
54,e,0,1496416296951
55,e,1,1496416297015
56,e,0,1496416297111
57,e,1,1496416297175
58,SPACE,0,1496416297336
59,SPACE,1,1496416297402
60,i,0,1496416297923
61,i,1,1496416297995
62,f,0,1496416298074
63,f,1,1496416298163
64,SPACE,0,1496416298235
65,SPACE,1,1496416298310
66,y,0,1496416298435
67,y,1,1496416298509
68,h,0,1496416298620
69,h,1,1496416298669
70,e,0,1496416299253
71,e,1,1496416299311
72,SPACE,0,1496416299462
73,SPACE,1,1496416299547
74,BACKSPACE,0,1496416300465
75,BACKSPACE,1,1496416300515
76,BACKSPACE,0,1496416300626
77,BACKSPACE,1,1496416300682
78,BACKSPACE,0,1496416300787
79,BACKSPACE,1,1496416300826
80,BACKSPACE,0,1496416300986
81,BACKSPACE,1,1496416301035
82,y,0,1496416301631
83,y,1,1496416301680
84,h,0,1496416301800
85,h,1,1496416301872
86,e,0,1496416301952
87,e,1,1496416302016
88,SPACE,0,1496416302306
89,SPACE,1,1496416302351
90,BACKSPACE,0,1496416302943
91,BACKSPACE,1,1496416303008
92,BACKSPACE,0,1496416303120
93,BACKSPACE,1,1496416303168
