EID,key,direction,time
0,t,0,1495543150906
1,t,1,1495543150985
2,h,0,1495543151546
3,h,1,1495543151593
4,i,0,1495543151705
5,i,1,1495543151771
6,s,0,1495543151834
7,s,1,1495543151892
8,SPACE,0,1495543153302
9,SPACE,1,1495543153372
10,i,0,1495543154552
11,i,1,1495543154624
12,s,0,1495543154712
13,s,1,1495543154776
14,SPACE,0,1495543154825
15,SPACE,1,1495543154901
16,a,0,1495543154977
17,n,0,1495543155018
18,a,1,1495543155039
19,n,1,1495543155066
20,t,0,1495543155290
21,t,1,1495543155323
22,OTHER,0,1495543156238
23,OTHER,1,1495543156273
24,OTHER,0,1495543156383
25,OTHER,1,1495543156433
26,OTHER,0,1495543156498
27,OTHER,1,1495543156570
28,"
",0,1495543157451
29,"
",1,1495543157527
30,BACKSPACE,0,1495543159126
31,BACKSPACE,1,1495543159244
32,BACKSPACE,0,1495543159319
33,BACKSPACE,1,1495543159391
34,BACKSPACE,0,1495543159770
35,BACKSPACE,1,1495543159834
36,SPACE,0,1495543163728
37,SPACE,1,1495543163778
38,T,0,1495543164374
39,T,1,1495543164473
40,E,0,1495543164479
41,E,1,1495543164544
42,S,0,1495543164655
43,S,1,1495543164728
44,T,0,1495543164761
45,T,1,1495543164833
46,OTHER,0,1495543165838
47,OTHER,1,1495543165846
48,OTHER,0,1495543166678
49,OTHER,1,1495543166732
50,BACKSPACE,0,1495543168245
51,BACKSPACE,1,1495543168288
52,BACKSPACE,0,1495543168374
53,BACKSPACE,1,1495543168424
54,BACKSPACE,0,1495543168623
55,BACKSPACE,1,1495543168680
56,BACKSPACE,0,1495543168970
57,BACKSPACE,1,1495543169043
58,OTHER,0,1495543169649
59,OTHER,1,1495543169727
60,OTHER,0,1495543170100
61,OTHER,1,1495543170188
62,t,0,1495543170944
63,t,1,1495543171017
64,e,0,1495543171041
65,e,1,1495543171114
66,s,0,1495543171217
67,s,1,1495543171284
68,t,0,1495543171296
69,t,1,1495543171355
70,SPACE,0,1495543172619
71,SPACE,1,1495543172660
72,t,0,1495543172924
73,t,1,1495543172989
74,o,0,1495543173368
75,o,1,1495543173432
76,SPACE,0,1495543173843
77,SPACE,1,1495543173900
78,s,0,1495543174076
79,s,1,1495543174148
80,e,0,1495543174284
81,e,1,1495543174325
82,e,0,1495543174421
83,e,1,1495543174503
84,SPACE,0,1495543174727
85,SPACE,1,1495543174785
86,i,0,1495543175405
87,i,1,1495543175469
88,f,0,1495543175645
89,f,1,1495543175718
90,SPACE,0,1495543175798
91,SPACE,1,1495543175872
92,t,0,1495543176063
93,t,1,1495543176128
94,h,0,1495543176248
95,h,1,1495543176313
96,r,0,1495543176409
97,r,1,1495543176474
98,BACKSPACE,0,1495543178021
99,BACKSPACE,1,1495543178094
100,e,0,1495543178326
101,e,1,1495543178383
102,SPACE,0,1495543179048
103,SPACE,1,1495543179123
104,w,0,1495543179403
105,w,1,1495543179501
106,o,0,1495543179573
107,o,1,1495543179645
108,r,0,1495543179877
109,r,1,1495543179943
110,d,0,1495543180071
111,d,1,1495543180159
112,d,0,1495543180279
113,d,1,1495543180352
114,SPACE,0,1495543181221
115,SPACE,1,1495543181272
116,t,0,1495543181568
117,t,1,1495543181625
118,h,0,1495543181737
119,h,1,1495543181794
120,a,0,1495543181818
121,a,1,1495543181898
122,t,0,1495543181970
123,t,1,1495543182036
124,BACKSPACE,0,1495543183152
125,BACKSPACE,1,1495543183201
126,BACKSPACE,0,1495543183281
127,BACKSPACE,1,1495543183338
128,BACKSPACE,0,1495543183434
129,BACKSPACE,1,1495543183491
130,BACKSPACE,0,1495543183570
131,BACKSPACE,1,1495543183620
132,BACKSPACE,0,1495543183699
133,BACKSPACE,1,1495543183765
134,BACKSPACE,0,1495543183844
135,BACKSPACE,1,1495543183893
136,s,0,1495543184513
137,s,1,1495543184578
138,SPACE,0,1495543184810
139,SPACE,1,1495543184856
140,t,0,1495543185754
141,t,1,1495543185811
142,h,0,1495543185915
143,h,1,1495543185972
144,a,0,1495543186019
145,a,1,1495543186100
146,t,0,1495543186140
147,t,1,1495543186205
148,SPACE,0,1495543186814
149,SPACE,1,1495543186863
150,i,0,1495543187144
151,i,1,1495543187201
152,n,0,1495543187458
153,n,1,1495543187517
154,t,0,1495543187844
155,t,1,1495543187902
156,y,0,1495543188022
157,y,1,1495543188063
158,BACKSPACE,0,1495543189462
159,BACKSPACE,1,1495543189511
160,BACKSPACE,0,1495543189607
161,BACKSPACE,1,1495543189672
162,BACKSPACE,0,1495543189719
163,BACKSPACE,1,1495543189792
164,SPACE,0,1495543190492
165,SPACE,1,1495543190543
166,t,0,1495543191064
167,t,1,1495543191121
168,y,0,1495543191208
169,y,1,1495543191266
170,p,0,1495543191776
171,p,1,1495543191837
172,e,0,1495543192014
173,e,1,1495543192070
174,SPACE,0,1495543193323
175,SPACE,1,1495543193383
176,a,0,1495543193863
177,a,1,1495543193975
178,r,0,1495543194216
179,r,1,1495543194289
180,e,0,1495543194425
181,e,1,1495543194506
182,SPACE,0,1495543194876
183,SPACE,1,1495543194936
184,u,0,1495543195255
185,u,1,1495543195313
186,n,0,1495543195433
187,n,1,1495543195497
188,i,0,1495543195626
189,i,1,1495543195690
190,q,0,1495543196117
191,q,1,1495543196238
192,u,0,1495543196422
193,u,1,1495543196487
194,e,0,1495543196672
195,e,1,1495543196736
196,SPACE,0,1495543197888
197,SPACE,1,1495543197954
198,t,0,1495543198185
199,t,1,1495543198265
200,o,0,1495543198362
201,o,1,1495543198426
202,SPACE,0,1495543198667
203,SPACE,1,1495543198725
204,m,0,1495543198868
205,m,1,1495543198932
206,e,0,1495543199101
207,e,1,1495543199166
208,.,0,1495543200930
209,.,1,1495543200983
210,SPACE,0,1495543201848
211,SPACE,1,1495543201907
212,t,0,1495543202251
213,t,1,1495543202308
214,h,0,1495543202436
215,h,1,1495543202509
216,e,0,1495543202581
217,e,1,1495543202669
218,r,0,1495543202805
219,r,1,1495543202871
220,e,0,1495543202983
221,e,1,1495543203055
222,SPACE,0,1495543206235
223,SPACE,1,1495543206301
224,a,0,1495543206598
225,a,1,1495543206686
226,r,0,1495543206710
227,r,1,1495543206791
228,e,0,1495543206863
229,e,1,1495543206928
230,SPACE,0,1495543207785
231,SPACE,1,1495543207853
232,t,0,1495543208301
233,t,1,1495543208374
234,w,0,1495543208598
235,w,1,1495543208656
236,o,0,1495543208759
237,o,1,1495543208834
238,SPACE,0,1495543209407
239,SPACE,1,1495543209475
240,s,0,1495543209762
241,s,1,1495543209844
242,e,0,1495543210134
243,e,1,1495543210215
244,n,0,1495543210319
245,n,1,1495543210376
246,t,0,1495543210995
247,t,1,1495543211061
248,e,0,1495543211342
249,e,1,1495543211407
250,n,0,1495543211736
