EID,key,direction,time
0,t,0,1495456759112
1,t,1,1495456760440
2,h,0,1495456760440
3,h,1,1495456761021
4,i,0,1495456761021
5,i,1,1495456761023
6,s,0,1495456761040
7,s,1,1495456761042
8,SPACE,0,1495456765909
9,SPACE,1,1495456765971
10,i,0,1495456767708
11,i,1,1495456767772
12,s,0,1495456767852
13,s,1,1495456767932
14,SPACE,0,1495456768037
15,SPACE,1,1495456768102
16,a,0,1495456768181
17,a,1,1495456768262
18,SPACE,0,1495456768318
19,SPACE,1,1495456768376
20,t,0,1495456768680
21,t,1,1495456768753
22,e,0,1495456768793
23,e,1,1495456768858
24,s,0,1495456768962
25,s,1,1495456769019
26,t,0,1495456769043
27,t,1,1495456769091
28,SPACE,0,1495456769485
29,SPACE,1,1495456769547
30,k,0,1495456770456
31,k,1,1495456770512
32,t,0,1495456770592
33,t,1,1495456770657
34,"
",0,1495456772124
35,"
",1,1495456772183
36,"
",0,1495456772502
37,"
",1,1495456772560
38,BACKSPACE,0,1495456773925
39,BACKSPACE,1,1495456773973
40,BACKSPACE,0,1495456774287
41,BACKSPACE,1,1495456774393
42,BACKSPACE,0,1495456774690
43,BACKSPACE,1,1495456774754
44,BACKSPACE,0,1495456774883
45,BACKSPACE,1,1495456774939
46,t,0,1495456775662
47,t,1,1495456775719
48,o,0,1495456775790
49,o,1,1495456775872
50,SPACE,0,1495456776499
51,SPACE,1,1495456776553
52,s,0,1495456776757
53,s,1,1495456776854
54,e,0,1495456776982
55,e,1,1495456777048
56,e,0,1495456777118
57,e,1,1495456777191
58,SPACE,0,1495456777473
59,SPACE,1,1495456777571
60,i,0,1495456777892
61,i,1,1495456777973
62,f,0,1495456778061
63,f,1,1495456778133
64,t,0,1495456778358
65,t,1,1495456778431
66,h,0,1495456778511
67,h,1,1495456778606
68,e,0,1495456778656
69,e,1,1495456778729
70,w,0,1495456779139
71,w,1,1495456779211
72,o,0,1495456779267
73,o,1,1495456779340
74,r,0,1495456779556
75,r,1,1495456779629
76,d,0,1495456779749
77,d,1,1495456779814
78,s,0,1495456779869
79,s,1,1495456779934
80,BACKSPACE,0,1495456781290
81,BACKSPACE,1,1495456781330
82,BACKSPACE,0,1495456781410
83,BACKSPACE,1,1495456781475
84,BACKSPACE,0,1495456781555
85,BACKSPACE,1,1495456781620
86,BACKSPACE,0,1495456781716
87,BACKSPACE,1,1495456781764
88,BACKSPACE,0,1495456781844
89,BACKSPACE,1,1495456781910
90,BACKSPACE,0,1495456781997
91,BACKSPACE,1,1495456782046
92,BACKSPACE,0,1495456782134
93,BACKSPACE,1,1495456782199
94,BACKSPACE,0,1495456782287
95,BACKSPACE,1,1495456782351
96,SPACE,0,1495456783062
97,SPACE,1,1495456783096
98,t,0,1495456783760
99,t,1,1495456783800
100,h,0,1495456783913
101,h,1,1495456783978
102,e,0,1495456784042
103,e,1,1495456784107
104,SPACE,0,1495456784291
105,SPACE,1,1495456784364
106,w,0,1495456784895
107,w,1,1495456784967
108,o,0,1495456784999
109,o,1,1495456785080
110,r,0,1495456785345
111,r,1,1495456785419
112,d,0,1495456785530
113,d,1,1495456785596
114,s,0,1495456785642
115,s,1,1495456785708
116,t,0,1495456787028
117,t,1,1495456787078
118,h,0,1495456787221
119,h,1,1495456787295
120,a,0,1495456787374
121,a,1,1495456787455
122,BACKSPACE,0,1495456788324
123,BACKSPACE,1,1495456788380
124,BACKSPACE,0,1495456788477
125,BACKSPACE,1,1495456788533
126,BACKSPACE,0,1495456788782
127,BACKSPACE,1,1495456788847
128,SPACE,0,1495456789362
129,SPACE,1,1495456789421
130,t,0,1495456790095
131,t,1,1495456790136
132,h,0,1495456790248
133,h,1,1495456790321
134,a,0,1495456790377
135,a,1,1495456790466
136,t,0,1495456790491
137,t,1,1495456790547
138,SPACE,0,1495456790722
139,SPACE,1,1495456790798
140,i,0,1495456791777
141,i,1,1495456791842
142,SPACE,0,1495456792349
143,SPACE,1,1495456792424
144,t,0,1495456792647
145,t,1,1495456792703
146,y,0,1495456793058
147,y,1,1495456793122
148,BACKSPACE,0,1495456793388
149,BACKSPACE,1,1495456793452
150,e,0,1495456793532
151,e,1,1495456793597
152,BACKSPACE,0,1495456794748
153,BACKSPACE,1,1495456794797
154,y,0,1495456795587
155,y,1,1495456795652
156,p,0,1495456796103
157,p,1,1495456796159
158,e,0,1495456796255
159,e,1,1495456796312
160,SPACE,0,1495456797034
161,SPACE,1,1495456797091
162,a,0,1495456798219
163,a,1,1495456798301
164,r,0,1495456798565
165,r,1,1495456798630
166,e,0,1495456798742
167,e,1,1495456798799
168,SPACE,0,1495456798975
169,SPACE,1,1495456799053
170,u,0,1495456799280
171,u,1,1495456799353
172,n,0,1495456799538
173,n,1,1495456799602
174,i,0,1495456799754
175,i,1,1495456799811
176,q,0,1495456800093
177,q,1,1495456800182
178,u,0,1495456800319
179,u,1,1495456800383
180,e,0,1495456800536
181,e,1,1495456800600
182,SPACE,0,1495456800801
183,SPACE,1,1495456800876
184,t,0,1495456801754
185,t,1,1495456801810
186,o,0,1495456802043
187,o,1,1495456802117
188,SPACE,0,1495456802423
189,SPACE,1,1495456802497
190,m,0,1495456802802
191,m,1,1495456802867
192,e,0,1495456802962
193,e,1,1495456803035
194,.,0,1495456804548
195,.,1,1495456804600
196,SPACE,0,1495456804952
197,SPACE,1,1495456805026
198,t,0,1495456806153
199,t,1,1495456806194
200,h,0,1495456806330
201,h,1,1495456806402
202,e,0,1495456806458
203,e,1,1495456806539
204,r,0,1495456806635
205,r,1,1495456806700
206,e,0,1495456806740
207,e,1,1495456806805
208,SPACE,0,1495456807280
209,SPACE,1,1495456807378
210,a,0,1495456807505
211,a,1,1495456807626
212,r,0,1495456807666
213,r,1,1495456807730
214,e,0,1495456807859
215,e,1,1495456807915
216,SPACE,0,1495456808140
217,SPACE,1,1495456808206
218,t,0,1495456808859
219,t,1,1495456808932
220,w,0,1495456809052
221,w,1,1495456809134
222,o,0,1495456809277
223,o,1,1495456809342
224,SPACE,0,1495456809527
225,SPACE,1,1495456809602
226,s,0,1495456809711
227,s,1,1495456809816
228,e,0,1495456809937
229,e,1,1495456810010
230,n,0,1495456810098
231,n,1,1495456810186
232,t,0,1495456810395
233,t,1,1495456810483
234,e,0,1495456810523
235,e,1,1495456810588
236,n,0,1495456810756
237,n,1,1495456810813
238,v,0,1495456810989
239,v,1,1495456811062
240,e,0,1495456811126
241,e,1,1495456811191
242,s,0,1495456811351
243,s,1,1495456811425
244,BACKSPACE,0,1495456813502
245,BACKSPACE,1,1495456813543
246,BACKSPACE,0,1495456813646
247,BACKSPACE,1,1495456813703
248,BACKSPACE,0,1495456813920
249,BACKSPACE,1,1495456813985
250,c,0,1495456814854
251,c,1,1495456814919
252,e,0,1495456815167
253,e,1,1495456815224
254,s,0,1495456815344
255,s,1,1495456815401
256,SPACE,0,1495456816044
257,SPACE,1,1495456816118
258,i,0,1495456816519
259,i,1,1495456816584
260,n,0,1495456816720
261,n,1,1495456816777
262,SPACE,0,1495456816977
263,SPACE,1,1495456817022
264,t,0,1495456817763
265,t,1,1495456817828
266,h,0,1495456818403
267,h,1,1495456818445
268,i,0,1495456818596
269,i,1,1495456818661
270,s,0,1495456818943
271,s,1,1495456819016
272,SPACE,0,1495456819402
273,SPACE,1,1495456819461
274,d,0,1495456820125
275,d,1,1495456820198
276,a,0,1495456820261
277,a,1,1495456820366
278,t,0,1495456820438
279,t,1,1495456820511
280,a,0,1495456820559
281,a,1,1495456820632
282,SPACE,0,1495456821050
283,SPACE,1,1495456821117
284,s,0,1495456822278
285,s,1,1495456822350
286,s,0,1495456822543
287,s,1,1495456822640
288,m,0,1495456822848
289,m,1,1495456822937
290,p,0,1495456823292
291,p,1,1495456823364
292,l,0,1495456823461
293,l,1,1495456823541
294,e,0,1495456823621
295,e,1,1495456823686
296,.,0,1495456824984
297,.,1,1495456825056
298,BACKSPACE,0,1495456827528
299,BACKSPACE,1,1495456827577
300,BACKSPACE,0,1495456827680
301,BACKSPACE,1,1495456827729
302,BACKSPACE,0,1495456827817
303,BACKSPACE,1,1495456827873
304,BACKSPACE,0,1495456827969
305,BACKSPACE,1,1495456828026
306,BACKSPACE,0,1495456828099
307,BACKSPACE,1,1495456828162
308,BACKSPACE,0,1495456828259
309,BACKSPACE,1,1495456828308
310,a,0,1495456828928
311,a,1,1495456829066
312,m,0,1495456829298
313,m,1,1495456829388
314,p,0,1495456829603
315,p,1,1495456829669
316,l,0,1495456829812
317,l,1,1495456829862
318,e,0,1495456830069
319,e,1,1495456830119
320,t,0,1495456836656
321,t,1,1495456836729
322,h,0,1495456836905
323,h,1,1495456836945
324,i,0,1495456837081
325,i,1,1495456837147
326,s,0,1495456837250
327,s,1,1495456837331
328,SPACE,0,1495456838076
329,SPACE,1,1495456838151
330,i,0,1495456839447
331,i,1,1495456839496
332,s,0,1495456839656
333,s,1,1495456839761
334,SPACE,0,1495456840026
335,SPACE,1,1495456840091
336,a,0,1495456840187
337,a,1,1495456840275
338,SPACE,0,1495456840670
339,SPACE,1,1495456840744
340,t,0,1495456841442
341,t,1,1495456841508
342,e,0,1495456841667
343,e,1,1495456841732
344,s,0,1495456841845
