EID,key,direction,time
0,t,0,1496242880958
1,t,1,1496242881026
2,h,0,1496242881182
3,h,1,1496242881239
4,i,0,1496242881568
5,i,1,1496242881656
6,s,0,1496242881800
7,s,1,1496242882017
8,SPACE,0,1496242882427
9,SPACE,1,1496242882508
10,i,0,1496242883204
11,i,1,1496242883277
12,s,0,1496242883349
13,s,1,1496242883478
14,SPACE,0,1496242883541
15,SPACE,1,1496242883607
16,a,0,1496242883765
17,SPACE,0,1496242883902
18,a,1,1496242883925
19,SPACE,1,1496242883965
20,t,0,1496242884222
21,t,1,1496242884310
22,w,0,1496242884374
23,w,1,1496242884455
24,s,0,1496242884631
25,s,1,1496242884751
26,t,0,1496242884775
27,t,1,1496242884840
28,OTHER,0,1496242886079
29,OTHER,1,1496242886113
30,OTHER,0,1496242886255
31,OTHER,1,1496242886322
32,OTHER,0,1496242887045
33,OTHER,1,1496242887064
34,OTHER,0,1496242887208
35,OTHER,1,1496242887287
36,BACKSPACE,0,1496242888563
37,BACKSPACE,1,1496242888602
38,BACKSPACE,0,1496242888722
39,BACKSPACE,1,1496242888786
40,BACKSPACE,0,1496242888905
41,BACKSPACE,1,1496242888978
42,e,0,1496242889653
43,e,1,1496242889758
44,s,0,1496242889925
45,t,0,1496242890054
46,s,1,1496242890080
47,t,1,1496242890135
48,SPACE,0,1496242890326
49,SPACE,1,1496242890393
50,t,0,1496242890921
51,t,1,1496242890985
52,o,0,1496242891298
53,o,1,1496242891395
54,SPACE,0,1496242891578
55,SPACE,1,1496242891639
56,s,0,1496242891707
57,s,1,1496242891821
58,e,0,1496242891980
59,e,1,1496242892060
60,e,0,1496242892156
61,e,1,1496242892301
62,SPACE,0,1496242892381
63,SPACE,1,1496242892425
64,i,0,1496242893062
65,i,1,1496242893200
66,f,0,1496242893351
67,f,1,1496242893441
68,SPACE,0,1496242893503
69,SPACE,1,1496242893578
70,t,0,1496242894073
71,t,1,1496242894146
72,h,0,1496242894281
73,h,1,1496242894355
74,e,0,1496242894379
75,e,1,1496242894500
76,SPACE,0,1496242894539
77,SPACE,1,1496242894616
78,w,0,1496242894867
79,w,1,1496242895011
80,o,0,1496242895043
81,o,1,1496242895148
82,r,0,1496242895324
83,r,1,1496242895428
84,d,0,1496242895759
85,d,1,1496242895854
86,s,0,1496242896039
87,s,1,1496242896255
88,SPACE,0,1496242896279
89,SPACE,1,1496242896370
90,t,0,1496242896987
91,t,1,1496242897043
92,g,0,1496242897172
93,g,1,1496242897292
94,a,0,1496242897371
95,t,0,1496242897484
96,a,1,1496242897501
97,t,1,1496242897556
98,SPACE,0,1496242897740
99,SPACE,1,1496242897803
100,BACKSPACE,0,1496242898889
101,BACKSPACE,1,1496242898954
102,BACKSPACE,0,1496242899074
103,BACKSPACE,1,1496242899139
104,BACKSPACE,0,1496242899250
105,BACKSPACE,1,1496242899299
106,BACKSPACE,0,1496242899403
107,BACKSPACE,1,1496242899467
108,h,0,1496242900041
109,h,1,1496242900145
110,a,0,1496242900241
111,a,1,1496242900402
112,t,0,1496242900449
113,t,1,1496242900508
114,b,0,1496242900682
115,b,1,1496242900755
116,BACKSPACE,0,1496242901711
117,BACKSPACE,1,1496242901771
118,SPACE,0,1496242902073
119,SPACE,1,1496242902140
120,i,0,1496242902451
121,i,1,1496242902508
122,SPACE,0,1496242902740
123,SPACE,1,1496242902791
124,t,0,1496242903094
125,t,1,1496242903143
126,y,0,1496242903270
127,y,1,1496242903328
128,p,0,1496242903632
129,p,1,1496242903697
130,e,0,1496242903833
131,e,1,1496242903921
132,SPACE,0,1496242904630
133,SPACE,1,1496242904673
134,a,0,1496242905065
135,a,1,1496242905242
136,r,0,1496242905313
137,r,1,1496242905402
138,e,0,1496242905546
139,e,1,1496242905611
140,SPACE,0,1496242905980
141,SPACE,1,1496242906032
142,u,0,1496242906358
143,u,1,1496242906424
144,n,0,1496242906574
145,n,1,1496242906623
146,i,0,1496242906823
147,i,1,1496242906880
148,q,0,1496242907679
149,q,1,1496242907864
150,u,0,1496242907903
151,u,1,1496242907978
152,e,0,1496242908183
153,e,1,1496242908281
154,SPACE,0,1496242908387
155,SPACE,1,1496242908437
156,t,0,1496242909390
157,t,1,1496242909462
158,o,0,1496242909759
159,o,1,1496242909832
160,SPACE,0,1496242910016
161,SPACE,1,1496242910067
162,m,0,1496242910256
163,m,1,1496242910345
164,e,0,1496242910384
165,e,1,1496242910482
166,.,0,1496242912993
167,.,1,1496242913065
168,SPACE,0,1496242913292
169,SPACE,1,1496242913351
170,t,0,1496242913946
171,t,1,1496242914011
172,h,0,1496242914146
173,h,1,1496242914219
174,e,0,1496242914274
175,e,1,1496242914363
176,r,0,1496242914523
177,r,1,1496242914580
178,e,0,1496242914924
179,e,1,1496242915030
180,SPACE,0,1496242915165
181,SPACE,1,1496242915209
182,a,0,1496242916140
183,a,1,1496242916295
184,r,0,1496242916301
185,r,1,1496242916374
186,e,0,1496242916525
187,e,1,1496242916573
188,SPACE,0,1496242916749
189,SPACE,1,1496242916832
190,t,0,1496242917086
191,t,1,1496242917159
192,w,0,1496242917222
193,w,1,1496242917327
194,o,0,1496242917599
195,o,1,1496242917671
196,SPACE,0,1496242917872
197,SPACE,1,1496242917929
198,s,0,1496242918410
199,s,1,1496242918515
200,e,0,1496242918674
201,e,1,1496242918779
202,n,0,1496242918843
203,n,1,1496242918923
204,t,0,1496242919171
205,t,1,1496242919244
206,e,0,1496242919308
207,e,1,1496242919396
208,n,0,1496242919565
209,n,1,1496242919645
210,c,0,1496242919991
211,c,1,1496242920055
212,e,0,1496242920231
213,e,1,1496242920320
214,s,0,1496242920440
215,s,1,1496242920496
216,SPACE,0,1496242920760
217,SPACE,1,1496242920859
218,i,0,1496242922627
219,i,1,1496242922666
220,n,0,1496242922819
221,n,1,1496242922859
222,SPACE,0,1496242922965
223,SPACE,1,1496242923021
224,t,0,1496242923243
225,t,1,1496242923300
226,h,0,1496242923436
227,h,1,1496242923484
228,i,0,1496242923629
229,i,1,1496242923701
230,s,0,1496242923829
231,s,1,1496242923925
232,SPACE,0,1496242924013
233,SPACE,1,1496242924075
234,d,0,1496242924824
235,d,1,1496242924896
236,a,0,1496242924984
237,a,1,1496242925089
238,t,0,1496242925113
239,t,1,1496242925185
240,a,0,1496242925281
241,a,1,1496242925393
242,SPACE,0,1496242925465
243,SPACE,1,1496242925540
244,s,0,1496242926371
245,s,1,1496242926436
246,a,0,1496242926635
247,a,1,1496242926756
248,m,0,1496242926804
249,m,1,1496242926868
250,p,0,1496242927045
251,p,1,1496242927117
252,l,0,1496242927245
253,l,1,1496242927318
254,e,0,1496242927425
255,e,1,1496242927502
256,.,0,1496242928979
257,.,1,1496242929072
258,t,0,1496242932259
259,t,1,1496242932306
